label,value_index,text,extra
GUI:NoFileSelected,1,PLEASE SELECT A FILE,
GUI:PleaseSelectAFile,1,Please select a file,
GUI:DeleteFile,1,DELETE FILE?,
GUI:AreYouSureDelete,1,Are you sure you would like to delete the selected file?,
GUI:CopyFileToDesktop,1,COPY REPLAY TO DESKTOP?,
GUI:AreYouSureCopy,1,Are you sure you want to copy this file to the Desktop? This will overwrite any file with the same name,
GUI:ErrorCopyingFile,1,THERE WAS AN ERROR COPYING THE FILE,
GUI:LoadReplay,1,LOAD REPLAY,
GUI:DeleteReplay,1,DELETE REPLAY,
GUI:CopyReplay,1,COPY REPLAY,
GUI:ErrorDeletingFile,1,THERE WAS AN ERROR DELETING THE FILE,
GUI:ShortDescription,1,Short description of the game:,
GUI:LadderName,1,Ladder Name:,
GUI:LadderPassword,1,Ladder Password,
GUI:LadderURL,1,Homepage: %hs,
GUI:LadderHasPassword,1,This Ladder is password protected,
GUI:LadderMinWins,1,Minimum wins required: %d,
GUI:LadderMaxWins,1,Maximum wins allowed: %d,
GUI:LadderFactions,1,Allowed army factions:,
GUI:LadderRandomFactions,1,Random army factions:,
GUI:LadderMaps,1,Allowed maps:,
GUI:LadderRandomMaps,1,Random maps:,
GUI:AllowObservers,1,Allow Observers,
GUI:USA,1,USA,
GUI:China,1,China,
GUI:GLA,1,GLA,
GUI:AmericaAllies,1,USA Allies,
GUI:ChinaAllies,1,China Allies,
GUI:GLAAllies,1,GLA Allies,
GUI:AmericaEnemies,1,USA Enemies,
GUI:ChinaEnemies,1,China Enemies,
GUI:GLAEnemies,1,GLA Enemies,
GUI:EndCampaign,1,END CAMPAIGN,
GUI:Retry,1,PLAY AGAIN?,
GUI:RecentSave,1,Recent Save,
GUI:GetUpdate,1,Get Update,
GUI:DirectConnect,1,DIRECT CONNECT,
GUI:WorldBuilder,1,WORLD BUILDER,
GUI:WorldBuilderLoadFailed,1,World Builder failed to load,
GUI:DontUseAccount,1,Don't Use Account,
GUI:UseAccount,1,Use Account,
GUI:ScoreScreen,1,Score Screen,
GUI:Rehost,1,PLAY AGAIN?,
GUI:UnitsBuilt,1,"Units 
 Created",
GUI:UnitsLost,1,"Units 
 Lost",
GUI:UnitsKilled,1,"Units 
 Destroyed",
GUI:BuildingsBuilt,1,"Buildings 
 Constructed",
GUI:BuildingsLost,1,"Buildings 
 Lost",
GUI:BuildingsKilled,1,"Buildings 
 Destroyed",
GUI:ResourcesCollected,1,"Supplies 
 Collected",
GUI:QuitPopupTitle,1,EXIT?,
GUI:QuitPopupMessage,1,Are you sure you want to exit?,
GUI:MaxSelectionSize,1,You can only select %d units at one time,
GUI:MessagesOn,1,Messages Enabled,
GUI:MissionDescription,1,Mission Description,
GUI:MOTD,1,Message Of The Day,
GUI:DesyncTitle,1,Out of Synch,
GUI:DesyncText,1,"C&C Generals Zero Hour has gone out of synch with the other game participants. It is possible that the other participants have modified their versions. C&C Generals Zero Hour cannot continue, however, you may add players to your Ignore List from your Communicator if you choose not to play with them in the future",
GUI:LadderDetails,1,Ladder Info,
GUI:SystemMaps,1,Official Maps,
GUI:UserMaps,1,Unofficial Maps,
GUI:WaitingToBeginConnection,1,Waiting to begin,
GUI:NetgearDelay,1,Send Delay,
GUI:WaitingForManglerResponse,1,Waiting for external Internet Provider response,
GUI:WaitingForMangledPort,1,Waiting for port number,
GUI:WaitingForResponse,1,Waiting for probe response,
GUI:ConnectionDone,1,Connection is completed,
GUI:ConnectionFailed,1,Connection has failed,
GUI:UnknownConnectionState,1,Status of NAT/Firewall is unknown,
GUI:Logout,1,MAIN MENU,
GUI:CancelMapSelect,1,CANCEL,
GUI:Deny,1,Reject,
GUI:Victory,1,Victory,
GUI:Ignore,1,IGNORE,
GUI:Unignore,1,Unignore,
GUI:Stats,1,Persona,
GUI:GetMapPack,1,Download Map Pack,
GUI:Defeat,1,Defeat,
GUI:YouAreVictorious,1,You are Victorious!,
GUI:YouHaveBeenDefeated,1,You have been Defeated,
GUI:PlayerAlive,1,Playing,
GUI:PlayerDead,1,Defeated,
GUI:PlayerObserver,1,Observing,
GUI:PlayerObserverGone,1,AWOL,
GUI:PlayerGone,1,AWOL,
GUI:PlayerName,1,Player Name,
GUI:Info,1,Player Info,
GUI:Players:,1,Players:,
GUI:GameOptions:,1,Game Options:,
GUI:GameName:,1,Game:,
GUI:MapName:,1,Map:,
GUI:SelectMap,1,SELECT MAP,
GUI:SelectAMap,1,SELECT MAP,
GUI:SelectAGame,1,SELECT GAME,
GUI:Start,1,PLAY GAME,
GUI:Host,1,CREATE GAME,
GUI:LocaleSelect,1,SELECT YOUR LOCALE,
GUI:Command&ConquerGenerals,1,Command & Conquer (TM) Generals Zero Hour,
GUI:Command&Conquer,1,Command & Conquer (TM),
GUI:Generals,1,Generals Zero Hour,
GUI:GeneralsOnline,1,ONLINE,
GUI:SendDelay,1,Send Delay,
GUI:FirewallRefresh,1,Refresh NAT,
GUI:Exit,1,EXIT GAME,
GUI:X,1,X,
GUI:Campaign,1,CAMPAIGN,
GUI:WestwoodPacific,1,EA Pacific,
GUI:ClickToDisplayGameInfo,1,Click to display game info,
GUI:GameInfo,1,Game Info,
GUI:OptionsDescription,1,Display Game Options Dialog,
GUI:SFXVolume,1,Sound FX Volume,
GUI:3DSound,1,3D Sound,
GUI:ScrollSpeed,1,Scroll Speed,
GUI:Resolution,1,Resolution,
GUI:Resolution0,1,1024x768,
GUI:Resolution1,1,800x600,
GUI:Resolution2,1,640x480,
GUI:Detail,1,Detail,
GUI:???,1,???,
GUI:Faction,1,Army,
GUI:AntiAliasing0,1,Off,
GUI:AntiAliasing1,1,Low,
GUI:AntiAliasing2,1,High,
GUI:IPAddresses,1,LAN IP:,
GUI:MinPointPercent,1,Min Win Percent Required:,
GUI:MaxPointPercent,1,Max Win Percent Allowed:,
GUI:NumPlayers,1,Players:,
GUI:PlayersVersusPlayers,1,%dv%d,
GUI:TimeInMilliseconds,1,%d ms,
GUI:MaxDisconnects,1,Max Disconnects Allowed:,
GUI:Confirm,1,Are you sure?,
GUI:NothingSelected,1,Nothing selected,
GUI:SelectedAcrossScreen,1,Selected across screen,
GUI:SelectedAcrossMap,1,Selected across map,
KEYBOARD:Shift+,1,Shift+,
KEYBOARD:Alt+,1,Alt+,
KEYBOARD:Ctrl+,1,Ctrl+,
TOOLTIP:ScienceCost,1,Cost: %d,
TOOLTIP:Cost,1,Cost: %d,
TOOLTIP:SupplyWarehouse,1,"
 $%d remain",
TOOLTIP:LobbyPlayers,1,Players currently in the Game Lobby,
TOOLTIP:StartWorldBuilder,1,Start the World Builder editor,
TOOLTIP:GetUpdate,1,Download game update,
TOOLTIP:GetMapPack,1,Download new map pack,
TOOLTIP:Skirmish,1,Enter Skirmish setup menu,
TOOLTIP:Online,1,Click to join C&C Generals Zero Hour Online. Test your skills against opponents from around the world!,
TOOLTIP:Network,1,Click to Join the Network Lobby. Test your mettle against your friends over a Local Area Network,
TOOLTIP:Options,1,"Click to modify the game options. You may adjust your video, audio and game preferences",
TOOLTIP:Exit,1,"Exit C&C Generals Zero Hour. Good luck in the field, Commander",
TOOLTIP:ExitGame,1,"Exit C&C Generals Zero Hour. Good luck in the field, Commander",
TOOLTIP:LoadGame,1,Click to load the selected game,
TOOLTIP:MapPreviewWindow,1,Map previews can give you a leg up on the battle to come. Make sure to look for your Supply Docks & Tech Buildings. You may also choose your starting point,
TOOLTIP:SaveGame,1,Click to save your game in progress,
TOOLTIP:AcceptButton,1,Accept your current choice,
TOOLTIP:CopyReplayToDesktop,1,Copy selected Replay file to your Desktop,
TOOLTIP:ProviderType,1,Select your Audio Provider,
TOOLTIP:SpeakerType,1,Select your Speaker Configuration,
TOOLTIP:LANPlayer,1,%ls@%ls,
TOOLTIP:Resolution,1,"Pick a screen resolution for your game. The higher the resolution, the slower your game is likely to play",
TOOLTIP:CommandCategory,1,Pick a category of keyboard command,
TOOLTIP:CommandDescription,1,The description of your selected command,
TOOLTIP:StartPosition,1,Starting Position,
TOOLTIP:SelectMap,1,Select the battlefield you would like to use,
TOOLTIP:Vote,1,Click to vote player out of game in order for you to continue,
TOOLTIP:NumberOfVotes,1,Votes cast to remove player,
TOOLTIP:QuitMultiplayerGame,1,Exit to game menus,
TOOLTIP:RestartGame,1,Restart game with same preferences,
TOOLTIP:Help,1,.,
TOOLTIP:StartLocation,1,Starting position,
TOOLTIP:ReturnToGame,1,RETURN TO GAME,
TOOLTIP:CommandList,1,Available commands for the current category,
TOOLTIP:CurrentHotkey,1,Displays the current Hotkey for this command,
TOOLTIP:AssignHotkey,1,Enter your new command Hotkey here,
TOOLTIP:AssignHotkeyCurrent,1,The command this Hotkey is currently assigned to,
TOOLTIP:AssignButton,1,Assigns your chosen Hotkey command,
TOOLTIP:ResetAll,1,Resets all of your keyboard Hotkeys to default,
TOOLTIP:BackButton,1,Return to previous menu,
TOOLTIP:ProviderSelect,1,Select the 3-D Audio Provider. The game has already chosen your optimal set up but you may manually change if you prefer,
TOOLTIP:SpeakerSelect,1,Select your speaker setup. The game has already chosen your optimal set up but you may manually change if you prefer,
TOOLTIP:DontUseAccount,1,Log in without using your C&C Generals Zero Hour Online Account. You will not be able to access your Player Persona or Communicator,
TOOLTIP:CommunicatorButton,1,Contact your buddies,
TOOLTIP:NameButton,1,Sort by game name,
TOOLTIP:PingButton,1,Sort by Ping,
TOOLTIP:UseAccount,1,Join C&C Generals Zero Hour Online,
TOOLTIP:Login,1,Join C&C Generals Zero Hour Online,
TOOLTIP:CreateAccount,1,Create a new C&C Generals Zero Hour Online account,
TOOLTIP:TOS,1,View the Service Terms agreement,
TOOLTIP:RememberInfo,1,Remember login info. Not recommended for computers with multiple users,
TOOLTIP:Back,1,Return to previous screen,
TOOLTIP:BattleHonors,1,"The Battle Honors a player has received 
 Battle Honors are won by achieving certain goals in solo or multiplay",
TOOLTIP:BattleHonorStreak3,1,"Streak Honor 
 Player has won 3 Skirmish games in a row 
 Earn a new medal for 3, 10, 25, 100, 500 & 1000 consecutive wins",
TOOLTIP:BattleHonorStreak10,1,"Streak Honor 
 Player has won 10 Skirmish games in a row 
 Earn a new medal for 3, 10, 25, 100, 500 & 1000 consecutive wins",
TOOLTIP:BattleHonorLoyaltyUSA,1,"USA Loyalty Honor 
 Player has played 20+ games in a row as the USA",
TOOLTIP:BattleHonorLoyaltyChina,1,"China Loyalty Honor 
 Player has played 20+ games in a row as China",
TOOLTIP:BattleHonorLoyaltyGLA,1,"GLA Loyalty Honor 
 Player has played 20+ games in a row as the GLA",
TOOLTIP:BattleHonorBattleTank,1,"Battle Tank Honor 
 Player has built 50+ tanks in a solo or multiplayer online game",
TOOLTIP:BattleHonorAirWing,1,"Air Wing Honor 
 Player has built 20+ aircraft in a solo or multiplayer online game",
TOOLTIP:BattleHonorEndurance,1,"Endurance Honor 
 Beat every map to earn a Bronze, Silver, or Gold medal",
TOOLTIP:BattleHonorCampaignUSA,1,"USA Campaign Honor 
 Complete the USA Campaign to earn this honor 
 Beat the campaign on Hard difficulty to achieve the highest honor",
TOOLTIP:BattleHonorCampaignChina,1,"China Campaign Honor 
 Complete the China Campaign to earn this honor 
 Beat the campaign on Hard difficulty to achieve the highest honor",
TOOLTIP:BattleHonorCampaignGLA,1,"GLA Campaign Honor 
 Complete the GLA Campaign to earn this honor 
 Beat the campaign on Hard difficulty to achieve the highest honor",
TOOLTIP:BattleHonorChallenge,1,"Challenge Honor 
 Player has defeated a Hard computer opponent",
TOOLTIP:ProgressToNextRank,1,Progress until the next rank is acheived,
TOOLTIP:SetLocale,1,Change your current Locale selection,
TOOLTIP:DeleteAccount,1,Delete your current account,
TOOLTIP:AsianText,1,"Click to toggle Asian chat, etc",
TOOLTIP:NonAsianText,1,"Click to toggle Non Asian chat, etc",
GUI:AreYouSureDeleteAccount,1,Are you sure you want to permanently delete your account and all your saved statistics?,
GUI:NonAsianText,1,Non-Asian Text,
GUI:AsianText,1,Asian Text,
GUI:DeleteAccount,1,DELETE ACCOUNT,
GUI:SetLocale,1,SET LOCALE,
GUI:WinLoss,1,Win/Loss,
GUI:FavSide,1,Favorite Army,
GUI:Discons,1,Disconnects,
GUI:BattleHonors,1,Battle Honors,
GUI:TotalBuddys,1,Total Buddys,
GUI:PlayerStatistics,1,"%hs, from %ls",
GUI:TotalBuilt,1,Total Built,
GUI:TotalDeaths,1,Total Deaths,
GUI:TotalKills,1,Total Kills,
GUI:FavoriteUnit,1,Favorite Unit,
GUI:FavoriteSide,1,Favorite Army,
GUI:Loses,1,Losses,
GUI:Wins,1,Wins,
GUI:TotalDesyncs,1,Desyncs,
GUI:TotalDisconnects,1,Disconnects,
GUI:GamesPlayed,1,Games Played,
GUI:TOS,1,SERVICE TERMS,
GUI:RememberInfo,1,Remember my Info,
GUI:HostWantsToStart,1,The Host wants to start. Press the Accept button,
GUI:PlayerNoMap,1,%ls does not have the map %ls,
GUI:LocalPlayerNoMap,1,You do not have the map %ls,
GUI:NeedMorePlayers,1,You need more player(s) to start the game,
GUI:NotifiedStartIntent,1,The other players have been notified that you want to start the game,
GUI:HostLeft,1,The host left the game but C&C Generals Zero Hour will continue,
GUI:HostLeftTitle,1,HOST HAS LEFT,
GUI:WidenSearch,1,WIDEN SEARCH,
GUI:QMAborted,1,Matching aborted,
GUI:DrawScrollAnchor,1,Draw scroll anchor,
GUI:MoveScrollAnchor,1,Move scroll anchor,
GUI:GroupRoom1,1,1 vs 1,
GUI:GroupRoom2,1,2 vs 2,
GUI:GroupRoom3,1,3 vs 3,
GUI:Email,1,Email,
GUI:NoLadder,1,No Ladder,
GUI:ChooseLadder,1,CHOOSE A LADDER,
GUI:UnknownLadder,1,Unknown Ladder,
GUI:WOLLogin,1,GENERALS ONLINE LOG IN,
GUI:PleaseEnterWOLInfo,1,Please enter info,
GUI:Username,1,Nickname,
GUI:Server,1,Server,
GUI:RememberPassword,1,Remember My Password,
GUI:CreateAccount,1,CREATE ACCOUNT,
GUI:TryAgain,1,Try Again,
GUI:NetworkOptions,1,NETWORK OPTIONS,
GUI:GammaAdjustment,1,Brightness,
GUI:HelpDescription,1,Display help dialog,
GUI:ReturnToGame,1,RETURN TO GAME,
GUI:NewGame,1,New Game,
GUI:RestartGame,1,RESTART GAME,
GUI:MatchingProgress,1,QuickMatch Progress,
GUI:Player'sName,1,Opponent's Name,
GUI:AllTimeWins,1,All-Time Wins,
GUI:AllTimeLosses,1,All-Time Losses,
GUI:AllTimePoints,1,All-Time Rank Points,
GUI:AllTimeDisconnects,1,All-Time Disconnects,
GUI:HighestRank,1,All-Time Highest Rank,
GUI:Honor,1,Battle Honors,
GUI:LastUpdated,1,Player Profile Last Updated,
GUI:WOLIconKey,1,Icon Key,
GUI:MyInfo,1,MY PERSONA,
GUI:Buddies,1,COMMUNICATOR,
GUI:Community,1,Daily Army Win Percentages,
GUI:SortAlpha,1,Name,
GUI:SortPing,1,Connection,
GUI:SortBuddies,1,Buddies,
GUI:GSRank0,1,Private,
GUI:GSRank1,1,Corporal,
GUI:GSRank2,1,Sergeant,
GUI:GSRank3,1,Lieutenant,
GUI:GSRank4,1,Captain,
GUI:GSRank5,1,Major,
GUI:GSRank6,1,Colonel,
GUI:GSRank7,1,Brigadier General,
GUI:GSRank8,1,General,
GUI:GSRank9,1,Commander in Chief,
GUI:GSErrorTitle,1,Notification,
GUI:GSDisconnected,1,You have been disconnected from the chat server,
GUI:GSDisconReason1,1,That nickname has already been taken. Please choose another,
GUI:GSDisconReason2,1,That nickname is invalid. Please choose another,
GUI:GSDisconReason3,1,Lost connection to C&C Generals Zero Hour Online,
GUI:GSDisconReason4,1,Could not connect to C&C Generals Zero Hour Online,
GUI:GSDisconReason5,1,Login process has timed out. Please check your internet connection,
GUI:GSDisconReason6,1,"That nickname/email combo does not exist. If you want to create an account, click on Create Account",
GUI:GSDisconReason7,1,That email is invalid,
GUI:GSDisconReason8,1,That password is incorrect. Please try again,
GUI:GSDisconReason9,1,Bad profile,
GUI:GSDisconReason10,1,Profile has been deleted,
GUI:GSDisconReason11,1,Buddy server connection was refused,
GUI:GSDisconReason12,1,Buddy server authorization failed,
GUI:GSDisconReason13,1,Serial number is invalid. Please try another,
GUI:GSDisconReason14,1,Registry is corrupt and has been altered,
GUI:GSDisconReason15,1,Serial number is banned,
GUI:GSGroupRoomJoinFail,1,Failed to join chat room,
GUI:JoinFailedRoomFull,1,Failed to join - the room is full,
GUI:JoinFailedInviteOnly,1,Failed to join - the room is invitation only,
GUI:JoinFailedBannedFromRoom,1,Failed to join - you have been banned from the room,
GUI:JoinFailedBadPassword,1,Failed to join - incorrect password,
GUI:JoinFailedAlreadyInRoom,1,Failed to join - you are already in a room,
GUI:JoinFailedNoConnection,1,Failed to join - no connection to chat server,
GUI:JoinFailedCRCMismatch,1,Failed to join - the game is a different version,
GUI:JoinFailedUnknownLadder,1,Failed to join - the game is using an unknown ladder,
GUI:JoinFailedDefault,1,FAILED TO JOIN ROOM,
GUI:GSKicked,1,You were kicked from the room,
GUI:NATNegotiationFailed,1,Unable to connect to other player(s),
GUI:GPErrorTitle,1,BUDDY ERROR,
GUI:GPDisconnected,1,You have been disconnected from the buddy server. Would you like to reconnect?,
GUI:GPNoProfile,1,You did not log in using a Profile. No Buddy information is available,
GUI:PSErrorTitle,1,PERSISTENT STORAGE ERROR,
GUI:PSCannotConnect,1,Could not connect to the persistent storage server,
Buddy:Offline,1,Offline,
Buddy:Online,1,Online,
Buddy:Chatting,1,Chatting in %ls,
Buddy:Staging,1,Staging in %ls,
Buddy:Loading,1,Loading in %ls,
Buddy:Playing,1,Playing in %ls,
Buddy:Matching,1,QuickMatching,
Buddy:OnlineNotification,1,%hs is now online,
Buddy:OfflineNotification,1,%hs is now offline,
Buddy:AddNotification,1,Add Buddy request from %hs,
Buddy:MessageNotification,1,"%hs says: 
 '%s...'",
GUI:Com/Tac,1,Com/Tac,
GUI:MoneySymbol,1,$,
GUI:$$$,1,$$$,
GUI:OverchargeExhausted,1,Overcharge exhausted,
GUI:NotEnoughMoneyToBuild,1,You don't have enough money to build that,
GUI:NotEnoughMoneyToUpgrade,1,You don't have enough money to make upgrade,
GUI:Level,1,Level,
GUI:Tac,1,Tac,
GUI:Strat,1,Strat,
GUI:Struct,1,Struct,
GUI:Waypt,1,Waypt,
GUI:WOLStatus,1,C&C Generals Zero Hour Online Status,
GUI:AIDifficulty,1,Computer Difficulty,
GUI:EasyAI,1,Easy Army,
GUI:MediumAI,1,Medium Army,
GUI:HardAI,1,Hard Army,
GUI:Hide,1,BACK,
GUI:Pause,1,Pause,
GUI:NextFrame,1,Next Frame,
GUI:ReplayMenu,1,LOAD,
GUI:AntiAliasing,1,Anti-Aliasing,
GUI:ScreenCapture,1,Screen Captured to '%s',
GUI:ScreenshotCapture,1,Screen Capture,
GUI:ScreenshotCaptureDescription,1,Take a snapshot of the game screen,
GUI:Null,1,.,
GUI:CRCMismatch,1,Game has detected a mismatch. This means the multiplayer game has lost synchronization data between the players,
GUI:CurrentHotkey,1,Current Hotkey,
GUI:AssignNewHotkey,1,Assign New Hotkey,
GUI:CurrentlyAssignedTo,1,Currently Assigned To,
GUI:Reset,1,Reset,
QM:JOININGQMCHANNEL,1,Joining QuickMatch...,
QM:WORKING,1,There are %d players currently attempting to match...,
QM:POOLSIZE,1,There are %d players currently attempting to match...,
QM:LOOKINGFORBOT,1,Looking for the C&C Generals Zero Hour Online MatchMaker...,
QM:SENTINFO,1,Game info has been sent...,
QM:WIDENINGSEARCH,1,Widening search for opponents closest to your preferences...,
QM:MATCHED,1,"Excellent, a match has been found...",
QM:INCHANNEL,1,In channel...,
QM:NEGOTIATINGFIREWALLS,1,Negotiating firewalls...,
QM:STARTINGGAME,1,Starting the game...,
QM:COULDNOTFINDBOT,1,Could not find the MatchMaker,
QM:COULDNOTFINDCHANNEL,1,Could not find QuickMatch channel,
QM:COULDNOTNEGOTIATEFIREWALLS,1,Could not negotiate firewalls,
QM:STOPPED,1,Quickmatch aborted,
QM:WaitingForPlayerToJoin,1,Waiting for opponent to join,
QM:FindingGameChannel,1,Finding opponent's game,
QM:JoinedGameChannel,1,Joined opponent's game,
QM:PlayerJoined,1,Opponent joined,
QM:LookingForMatchChannel,1,Looking for QuickMatch channel,
QM:NoMatchChannel,1,No match QuickMatch channel found,
QM:JoinedMatchChannel,1,QuickMatch channel joined,
QM:NoMatchingBot,1,MatchMaker not found,
QM:GameNotFound,1,QuickMatch could not find your opponent's game not found,
QM:TimeoutOtherPlayer,1,QuickMatch timed out waiting for opponent to join the game,
Version:Format4,1,%d.%02d.%d Build %d %c%c,
Version:Format3,1,Version %d.%02d.%d,
Version:Format2,1,Version %d.%02d,
Version:BuildTime,1,%ls %ls,
Version:BuildMachine,1,Build machine: %ls,
Version:BuildUser,1,By %ls,
GUI:SuperweaponDaisyCutter,1,Fuel Air Bomb,
GUI:SuperweaponParadropAmerica,1,Paradrop,
GUI:SuperweaponClusterMines,1,Cluster Mines,
GUI:SuperweaponEMPPulse,1,EMP Pulse,
GUI:SuperweaponA10ThunderboltMissileStrike,1,A10 Missile Strike,
GUI:SuperweaponCrateDrop,1,Crate Drop,
GUI:SuperweaponCarpetBomb,1,Carpet Bomb,
GUI:SuperweaponNapalmStrike,1,Napalm Strike,
GUI:SuperweaponCashHack,1,Cash Hack,
GUI:SuperweaponNeutronMissile,1,Nuclear Missile,
GUI:SuperweaponScudStorm,1,Scud Storm,
GUI:SuperweaponTerrorCell,1,Terror Cell,
GUI:SuperweaponRebelAmbush,1,Ambush,
GUI:SuperweaponBlackMarketNuke,1,Black Market Nuke,
GUI:SuperweaponAnthraxBomb,1,Anthrax Bomb,
GUI:SuperweaponDemoralize,1,Demoralize,
GUI:SpecialAbilityGuidedMissiles,1,Laser Guided Missile,
GUI:SpecialAbilityDetonateCharges,1,Detonate Charges,
GUI:SuperweaponParticleUplinkCannon,1,Particle Uplink Cannon,
GUI:PatchAvailable,1,UPDATE AVAILABLE,
GUI:MustPatchForOnline,1,You must download the Update to play C&C Generals Zero Hour Online,
GUI:CanPatchForOnline,1,Would you like to download the Update?,
GUI:CheckingForPatches,1,Checking for Updates,
GUI:DownloadErrorTitle,1,DOWNLOAD ERROR,
GUI:DownloadSuccessTitle,1,DOWNLOAD SUCCESS,
GUI:DownloadSuccess,1,Download completed without errors,
